submission,agent_type,model,instance_id,total_actions,bash_commands,test_executions,file_edits,file_reads,resolved
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-13142,21,7,3,8,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14915,22,9,8,12,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14315,19,7,0,8,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-22714,9,3,2,4,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13128,27,12,9,9,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-7393,23,8,2,8,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12406,23,5,5,17,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11790,22,6,3,8,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13033,24,10,6,8,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-22456,21,5,4,7,8,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13346,26,8,6,11,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,psf__requests-1142,24,9,4,7,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-24970,13,6,3,4,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-7205,10,3,2,5,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-23534,24,11,5,7,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-13031,9,4,2,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-19495,26,12,10,13,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14373,16,7,2,3,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8548,26,12,0,6,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13109,23,4,4,17,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13363,23,7,7,15,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16938,22,6,6,12,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-24213,22,10,4,6,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-25479,18,6,4,6,5,False
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-24562,21,5,4,6,9,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16642,25,5,1,11,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-12973,5,0,0,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16595,21,9,5,6,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12143,20,6,5,11,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12713,25,7,7,15,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13089,7,1,0,4,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-9258,23,5,0,8,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-14496,17,4,3,10,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-25311,16,7,2,3,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-13647,13,5,4,5,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-10356,21,4,0,10,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11163,27,2,1,17,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12304,14,8,1,4,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12663,23,4,3,16,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-15349,11,4,2,4,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-15976,14,7,2,3,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-18698,17,6,4,7,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-13798,16,5,2,6,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16454,26,19,4,4,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-10297,21,8,2,7,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15380,25,9,6,8,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-16450,11,5,2,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14539,11,5,2,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16631,21,5,2,8,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-7454,20,3,0,16,0,False
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-13779,9,4,2,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pylint-dev__pylint-6903,17,6,3,6,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13279,7,3,0,1,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14089,9,4,2,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15128,22,7,6,8,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13821,19,8,4,4,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16493,20,9,3,6,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-23314,23,9,3,4,9,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-13878,22,6,2,13,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16333,10,5,0,2,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-24026,19,6,3,7,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14792,9,4,2,4,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15814,24,4,3,17,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11239,12,3,2,4,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-7324,8,4,2,3,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-7166,15,6,3,5,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-24627,15,7,3,4,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13112,24,15,5,4,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15382,26,7,7,17,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-24570,22,9,3,4,8,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-6599,18,5,3,8,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8638,14,11,0,0,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11951,22,7,3,6,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-6197,20,12,5,2,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-14369,22,9,2,5,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16877,23,7,4,10,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-12481,17,6,4,7,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12308,23,7,5,11,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-14894,20,7,7,11,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15973,23,5,3,13,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13568,25,8,8,12,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-10673,9,3,0,2,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,psf__requests-1766,20,15,12,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15741,25,2,2,22,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11820,26,15,3,2,8,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-12585,16,8,3,5,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13820,5,2,0,1,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16662,27,14,6,6,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14349,17,8,1,3,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13343,24,3,1,13,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-14995,9,4,2,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13158,27,9,8,12,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-4966,20,7,3,6,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15569,23,12,2,1,8,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14034,22,5,4,13,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14771,24,11,1,5,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8551,8,2,0,4,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-13372,12,5,2,4,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14376,12,8,5,2,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11265,18,4,4,9,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-5840,8,5,0,0,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15957,23,8,4,9,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12273,25,5,4,17,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16255,26,12,4,8,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14011,14,6,4,7,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-22865,20,9,2,5,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12965,21,10,1,3,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8475,8,2,0,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pylint-dev__pylint-6386,19,4,0,4,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13590,25,9,6,11,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-13615,21,9,4,5,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-23950,11,5,3,4,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-26291,21,7,2,3,10,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-4695,21,10,1,3,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-19637,12,4,3,5,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-13453,20,11,1,2,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-14096,9,4,2,3,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-17630,20,9,6,7,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15161,25,23,4,0,1,False
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-20488,18,4,3,10,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15572,27,10,1,12,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16819,16,7,0,3,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8056,27,14,0,8,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-26466,23,11,4,6,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15525,20,7,6,12,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-10908,24,14,2,4,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16032,23,14,8,3,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-25232,24,4,2,17,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8595,10,4,0,4,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15987,18,8,2,7,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13315,25,14,1,4,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-7236,22,2,0,9,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-20438,22,7,3,9,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-3993,14,5,3,5,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13741,9,3,0,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14493,26,12,6,9,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-24066,10,4,2,4,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-13135,14,5,3,3,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-10466,6,2,0,2,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-9591,22,15,0,1,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-9288,22,9,2,6,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15375,27,11,5,12,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-7440,11,8,0,0,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-14309,12,4,3,5,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-13236,10,3,0,3,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-14598,22,10,2,4,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13023,24,11,7,9,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-7462,26,9,2,11,3,False
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11206,23,3,1,15,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-3305,22,9,2,3,9,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-12419,22,9,3,8,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,psf__requests-5414,22,5,2,13,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11400,9,2,0,3,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11477,21,6,3,8,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pytest-dev__pytest-5787,16,6,5,2,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13807,26,15,8,6,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,psf__requests-2931,8,2,2,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13658,22,11,2,4,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11138,23,6,6,14,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-11510,11,0,0,9,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-25747,20,6,5,11,1,False
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-24177,22,8,3,9,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-14539,17,8,6,7,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16667,18,6,3,8,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11815,27,13,5,7,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11848,17,5,3,7,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12155,19,6,4,9,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-10973,23,2,0,18,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-25775,23,7,2,12,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15277,23,12,3,5,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16801,23,6,3,12,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11276,21,11,4,7,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15127,20,12,6,5,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13551,12,4,2,4,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15499,8,2,0,1,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pylint-dev__pylint-4604,21,3,0,9,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13410,10,2,1,6,1,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14170,24,8,8,12,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-16792,24,1,1,22,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-23412,15,7,2,4,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12858,27,6,1,8,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,psf__requests-1724,11,5,1,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15467,23,5,3,13,4,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-13513,13,4,2,6,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-20826,22,8,3,8,5,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,scikit-learn__scikit-learn-14983,21,7,3,7,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-12276,9,3,0,3,2,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-16899,20,7,0,6,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sphinx-doc__sphinx-8120,21,12,0,2,3,False
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,astropy__astropy-13579,19,6,2,6,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-15554,23,7,6,11,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-11551,14,6,5,7,0,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,pydata__xarray-4075,23,10,4,5,7,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,sympy__sympy-18189,20,5,2,8,6,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,matplotlib__matplotlib-20859,21,5,2,12,3,True
verified_20240402_sweagent_claude3opus,sweagent,claude3opus,django__django-14238,27,4,2,12,7,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-26208,29,9,1,2,17,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13195,6,2,0,1,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-14559,14,4,3,8,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pylint-dev__pylint-7277,9,4,2,3,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-25931,17,4,3,8,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-12774,33,5,4,21,6,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-15875,10,4,1,2,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7521,30,9,1,2,18,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-13033,14,5,3,5,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9230,7,1,0,4,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13925,6,3,0,2,0,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9658,15,3,0,0,11,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-6721,32,11,10,14,6,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-5262,10,4,1,3,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-8872,16,7,2,5,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-11149,30,7,7,22,0,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-21379,19,9,2,3,6,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8269,13,5,3,5,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-16082,24,8,4,5,10,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-24149,12,6,2,3,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-13398,24,6,4,8,9,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-23476,10,3,1,5,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-15268,10,3,0,2,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-7671,10,4,2,3,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-23824,24,7,4,5,10,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13837,11,4,1,4,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14087,36,9,9,22,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13406,33,12,7,13,7,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-16950,32,11,5,20,0,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-12209,33,1,1,31,0,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7571,34,6,1,13,8,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,psf__requests-2317,10,4,1,3,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13933,9,3,0,2,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-26342,13,4,1,4,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-11119,16,6,3,7,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-8621,21,7,5,10,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-20801,32,7,2,4,20,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-16263,11,3,3,5,0,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-23299,33,11,2,7,14,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-20676,31,4,1,3,23,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-3151,31,3,2,20,7,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13212,9,2,0,5,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,astropy__astropy-13977,24,11,4,6,6,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14629,9,4,2,3,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14053,9,4,2,3,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-9281,27,7,4,17,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,matplotlib__matplotlib-22719,12,5,2,3,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-12489,17,5,1,5,6,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-10844,20,9,7,8,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-17139,13,6,3,4,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-15695,34,8,8,24,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-14631,24,5,0,11,7,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-14999,7,2,0,2,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-14404,11,4,2,4,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7889,15,5,4,7,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-14248,33,7,2,18,7,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-13877,13,4,2,6,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-6992,30,2,2,27,0,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-14434,27,8,5,14,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-12262,24,12,7,8,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sphinx-doc__sphinx-7910,34,12,4,6,15,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-7233,22,3,0,11,7,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-13670,13,6,3,4,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-14580,13,5,2,6,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-18199,27,3,1,17,6,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,scikit-learn__scikit-learn-14141,19,5,2,11,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-12325,34,13,2,4,16,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-16136,18,6,4,8,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-14711,9,4,2,3,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-16661,34,10,8,21,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-24661,32,3,1,23,5,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-11532,11,4,3,5,1,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-23262,14,6,2,4,3,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7982,36,6,3,27,2,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,django__django-16485,12,4,2,3,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,sympy__sympy-16597,37,14,3,11,10,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pydata__xarray-4687,22,7,1,10,4,True
verified_20240402_sweagent_gpt4,sweagent,gpt4,pytest-dev__pytest-7432,13,6,3,4,2,True
